Category,Name,Image,Website,Offer,Details,Districts
Cantonese,Regal Terrace (Regal Riverside Hotel),http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/hotel%20logo_mid%20high%20res%20-%20Kammy%20Lui%20%281%29_2.jpg?itok=u3VQdxok,http://www.diningdiscount.hk/en/restaurant/385,July 30% off for food (except promotional items),"Offers are eligible for vaccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.",['Sha Tin']
Cantonese,Hee Kee Crab General,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/BCC76489-99F2-4E24-8A0D-8AA8994086F9%20-%20hee%20kee%20crab%20general%20suzzanlaw.jpeg?itok=fw7-C68o,http://www.diningdiscount.hk/en/restaurant/113,大菜牌全單7 折,"本優惠適用於已接種疫苗的顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。
如指定之優惠產品售完，參與商戶將提供其他等值或更高價值的優惠。
顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。
優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。",['Yau Tsim Mong']
Cantonese,Trusty Congee King,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/O21TN513_CroppedImage_%E9%A4%90%E9%A3%B2%E8%81%AF-01%20-%20Flora%20Ng_0.png?itok=igNG1JQz,http://www.diningdiscount.hk/en/restaurant/428,指定套餐七折,"本優惠適用於已接種疫苗之顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。 餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。
優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。","['Southern', 'Wong Tai Sin', 'Yau Tsim Mong', 'Kwai Tsing', 'Sha Tin', 'Tuen Mun']"
Taiwanese,Hogology,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/OP_210201%20HOGOLOGY%20LOGO%20RGB%20-%20Jeremy%20Yeung.png?itok=Q2jCJ2q9,http://www.diningdiscount.hk/en/restaurant/431,晩市堂食主菜七折,"本優惠適用於已接種疫苗之顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。 優惠並不適用於參與商戶之特定日期（如適用）。
詳情請向參與商戶查詢。 顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
如有任何爭議，參與商戶保留最終決定權。","['Central and Western', 'Wan Chai', 'Sham Shui Po']"
Japanese,Kyoto Joe,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2020-07/KYOTO%20JOE_FB%20IG%20profile-01%20-%20maggie%20sing.jpg?itok=_bdXyoJZ,http://www.diningdiscount.hk/en/restaurant/97,"30% off on A la carte menu items only
(For four person per table, each customer has received at least one dose of vaccine)",,['Central and Western']
Japanese,Sushi Takenori,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/TAKELOGO%20-%20Yee%20Ki%20Chow.jpg?itok=oPkoweVe,http://www.diningdiscount.hk/en/restaurant/444,指定套餐七折,"本優惠適用於已接種疫苗之顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。
顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。",['Central and Western']
Japanese,Hachiban Menkoubou,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/%E5%85%AB%E7%95%AA%E9%BA%B5%E5%B7%A5%E6%88%BF%207%E6%9C%887%E6%8A%98%20-%20Jackie%20Wong.png?itok=sjKC4fer,http://www.diningdiscount.hk/en/restaurant/402,提供套餐七折及個別食品七折優惠予四人一枱，四人均已接種疫苗的顧客。,"本優惠適用於所有已接種疫苗的顧客。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。
如有任何爭議，參與商戶保留最終決定權。","['Eastern', 'Sha Tin', 'Yuen Long']"
Japanese,FUMI,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2020-07/FUMI_Logo_1%20-%20maggie%20sing.jpg?itok=MJyOql0f,http://www.diningdiscount.hk/en/restaurant/88,"30% off on six selected food items
(For four person per table, each customer has received at least one dose of vaccine)","1. This offer is valid till 31st August 2021.
2. This offer is valid on Sunday and Monday only.
3. This offer is valid for dinner dine-in and the selected menus items only.
4. Only one offer can be used in a single transaction.
5. This offer cannot be redeemed for cash or used in conjunction with other promotional offers, discounts, or private function.
6. The value stated above is exclusive of 10% service charge.
7. Subject to availability and advance booking is required.
8. Lan Kwai Fong Entertainments reserves the rights of final decision in case of any disputes.
9. In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Central and Western']
Japanese,Inakaya ,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/Inakaya_HK_Logo-01.jpg?itok=RkTs8B5a,http://www.diningdiscount.hk/en/restaurant/420,"日本産鮑と和牛コース
Japanese Abalone and Wagyu Beef Course
日本鮑魚及和牛套餐 7折
（只限晚市， 只限星期一至四)","只限星期一至四 Monday to Thursday only 。只限晚市 Dinner Only。只限堂食 Dine-in only
本優惠適用於已接種疫苗的顧客。
所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
優惠數量有限，先到先得。
顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
餐飲優惠只適用於餐廳內享用，並不適用於外賣服務和購買煙草產品。
優惠使用者必須預先訂座，參與商戶會因應座位供應情況而決定是否接受訂座（如適用）。
所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
每位合資格的優惠使用者每次惠顧只可享優惠一次，恕不接受分桌或分單。
如有任何爭議，參與商戶保留最終決定權。
優惠條款及細則的中、英文版本如有任何差異，均以英文版本為準。",['Yau Tsim Mong']
Japanese,別府九州地獄拉麵專門店,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2020-07/Beppu-01.jpg?itok=mmcvt6fE,http://www.diningdiscount.hk/en/restaurant/221,套餐七折及個別食品七折優惠,"- 本優惠適用於已接種疫苗的顧客。
- 所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
- 除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
- 優惠數量有限，先到先得。
- 顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
- 所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
- 如有任何爭議，參與商戶保留最終決定權。","['Eastern', 'Kwai Tsing', 'Sha Tin']"
Japanese,Tokio Joe,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/TokioJoe_Logo_variations-02.png?itok=CZYBw7PF,http://www.diningdiscount.hk/en/restaurant/90,"30% off on A la carte menu items only
(For four person per table, each customer has received at least one dose of vaccine)",,['Central and Western']
Japanese,Yummy Delight,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-07/Yummy.png?itok=JkGaCHrf,http://www.diningdiscount.hk/en/restaurant/306,套餐七折 ,"- 本優惠適用於已接種疫苗的顧客。
- 所有優惠不可兌換現金或換成其他貨品或折扣，並且不設退換。
- 除特別列明外，優惠不可與商戶之任何其他推廣優惠、折扣╱特價產品、公價產品、禮券╱現金券、積分計劃、商戶內部優惠同時使用。
- 優惠數量有限，先到先得。
- 顧客於參與商戶內消費時，須出示此活動的優惠詳情，方可享用有關優惠。
- 所有餐飲優惠須另收取一成服務費，並會以原價計算（如適用）。
- 如有任何爭議，參與商戶保留最終決定權。","['Eastern', 'Wong Tai Sin', 'Sha Tin']"
Thai,Amazing  (The Cityview) ,http://www.diningdiscount.hk/sites/default/files/styles/restaurant_logo/public/2021-06/The-Cityview-Logo%20-%20The%20Cityview_0.png?itok=QfL52SIk,http://www.diningdiscount.hk/en/restaurant/365,30% off for a la carte menu of  Amazing,"Offers are eligible for vaccinated customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers are available on a first-come-first-served basis while stocks last.
If the offers are sold out, alternate offers with equivalent or higher value will be available.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.
customers.
Offers cannot be exchanged for cash, other products or discounts and are not transferable.
Offers cannot be used in conjunction with other promotional offers, discounted items, fixed price items, coupons/vouchers, bonus point programmes, or merchant internal offers, unless otherwise stated.
Offers may not be valid on blackout dates of participating merchants if applicable. Please check with participating merchants for details.
Customers are required to quote the offers upon order/purchase at participating merchants in order to enjoy the offer.
Dining offers are applicable to dine-in consumption only and not applicable to takeaway and tobacco items. Advance reservation is required if applicable and subject to seat availability.
10% service charge applies on dining offers and will be calculated based on original price if applicable.
Offers can only be redeemed once per eligible shopper per visit. Splitting of table or bill is not allowed for the purpose of enjoying the offers.
In case of any disputes, the decision of the participating merchant shall remain final.
In case of any discrepancies of the offer terms and conditions between English and Chinese versions, English version shall prevail.",['Yau Tsim Mong']
